GEO_ID,S1901_C01_012E
1400000US06037310704,60849
1400000US06037310705,46146
1400000US06037310800,98478
1400000US06037310900,112883
1400000US06037311000,114516
1400000US06037311100,99472
1400000US06037311200,88750
1400000US06037311300,115776
1400000US06037311400,136354
1400000US06037311500,131071
1400000US06037311601,105095
1400000US06037311602,84535
1400000US06037311700,115000
1400000US06037311801,85682
1400000US06037311802,103321
1400000US06037320101,110967
1400000US06037320102,87039
1400000US06037320201,72569
1400000US06037320202,109750
1400000US06037320300,73080
1400000US06037400205,199583
1400000US06037400206,179474
1400000US06037400207,143000
1400000US06037400208,154238
1400000US06037400209,147500
1400000US06037400304,90078
1400000US06037400402,147670
1400000US06037400403,141667
1400000US06037400404,180757
1400000US06037400501,122083
1400000US06037400602,85369
1400000US06037400603,96845
1400000US06037400605,98850
1400000US06037400801,124401
1400000US06037401001,130764
1400000US06037401002,87634
1400000US06037401101,80161
1400000US06037401102,99773
1400000US06037401201,139450
1400000US06037401202,107750
1400000US06037401203,106592
1400000US06037401303,136019
1400000US06037401304,134516
1400000US06037401311,93036
1400000US06037401312,71667
1400000US06037401500,92708
1400000US06037401601,98786
1400000US06037401602,79740
1400000US06037401705,135339
1400000US06037401706,92353
1400000US06037401707,73250
1400000US06037401801,158189
1400000US06037401802,133676
1400000US06037401901,86429
1400000US06037401902,101723
1400000US06037402001,76136
1400000US06037402002,84940
1400000US06037402101,102162
1400000US06037402102,103006
1400000US06037402200,93393
1400000US06037402301,92578
1400000US06037402303,68389
1400000US06037402304,46199
1400000US06037402403,88099
1400000US06037402404,-
1400000US06037402405,96500
1400000US06037402406,84750
1400000US06037402501,57206
1400000US06037402503,66500
1400000US06037402504,34679
1400000US06037402601,77125
1400000US06037402602,66382
1400000US06037402702,52484
1400000US06037402703,90486
1400000US06037402705,103401
1400000US06037402706,104500
1400000US06037402801,76034
1400000US06037402803,76467
1400000US06037402804,59988
1400000US06037402902,75119
1400000US06037402903,61285
1400000US06037402904,86974
1400000US06037403000,95403
1400000US06037403305,124432
1400000US06037403316,92926
1400000US06037403317,112697
1400000US06037403318,119620
1400000US06037403319,82554
1400000US06037403320,156250
1400000US06037403321,99409
1400000US06037403323,90306
1400000US06037403324,102025
1400000US06037403325,115461
1400000US06037403326,136875
1400000US06037403327,131563
1400000US06037403328,102853
1400000US06037403401,120027
1400000US06037403402,109333
1400000US06037403403,151094
1400000US06037403404,141591
1400000US06037403407,161667
1400000US06037403408,137936
1400000US06037403409,125078
1400000US06037403500,120341
1400000US06037403601,115858
1400000US06037403702,120391
1400000US06037403703,122628
1400000US06037403721,89435
1400000US06037403722,70665
1400000US06037403801,90250
1400000US06037403802,89030
1400000US06037403901,118523
1400000US06037403902,84301
1400000US06037404000,112830
1400000US06037404100,81602
1400000US06037404201,71346
1400000US06037404203,85250
1400000US06037404301,83625
1400000US06037404302,86063
1400000US06037404401,79931
1400000US06037404402,96392
1400000US06037404501,63958
1400000US06037404503,101188
1400000US06037404504,75439
1400000US06037404600,113250
1400000US06037404701,95143
1400000US06037404702,78786
1400000US06037404703,91083
1400000US06037404804,80640
1400000US06037404805,65708
1400000US06037404806,75237
1400000US06037404901,107276
1400000US06037404902,81161
1400000US06037404903,82847
1400000US06037405001,79851
1400000US06037405002,73958
1400000US06037405101,80585
1400000US06037405102,70972
1400000US06037405201,68214
1400000US06037405202,67022
1400000US06037405203,87692
1400000US06037405301,76314
1400000US06037405302,95956
1400000US06037405400,111121
1400000US06037405500,92382
1400000US06037405600,91838
1400000US06037405701,88023
1400000US06037405702,87959
1400000US06037405800,97896
1400000US06037405900,80357
1400000US06037406000,107958
1400000US06037406101,83636
1400000US06037406103,90614
1400000US06037406201,54471
1400000US06037406300,101565
1400000US06037406413,102278
1400000US06037406500,99901
1400000US06037406601,123268
1400000US06037406602,105350
1400000US06037406701,95400
1400000US06037406702,91646
1400000US06037406801,108894
1400000US06037406903,80827
1400000US06037407001,89844
1400000US06037407002,105508
1400000US06037407101,66250
1400000US06037407102,90927
1400000US06037407201,87279
1400000US06037407202,90682
1400000US06037407301,79153
1400000US06037407302,86154
1400000US06037407400,126458
1400000US06037407501,77931
1400000US06037407502,110625
1400000US06037407601,93031
1400000US06037407602,104597
1400000US06037407701,72050
1400000US06037407702,102607
1400000US06037407801,100500
1400000US06037407802,121194
1400000US06037407901,104375
1400000US06037407902,85450
1400000US06037408003,103472
1400000US06037408004,91020
1400000US06037408005,128260
1400000US06037408006,91875
1400000US06037408133,98841
1400000US06037408134,111667
1400000US06037408135,87023
1400000US06037408136,122813
1400000US06037408137,90385
1400000US06037408138,90764
1400000US06037408139,104861
1400000US06037408140,74663
1400000US06037408141,98824
1400000US06037408212,74425
1400000US06037408213,74028
1400000US06037408301,82978
1400000US06037408302,79412
1400000US06037408303,121250
1400000US06037408401,98578
1400000US06037408402,105789
1400000US06037408503,131838
1400000US06037408504,102222
1400000US06037408505,109787
1400000US06037408623,100900
1400000US06037408624,123438
1400000US06037408625,125417
1400000US06037408626,98346
1400000US06037408627,97434
1400000US06037408628,87361
1400000US06037408629,131250
1400000US06037408631,99609
1400000US06037408703,134545
1400000US06037408705,70000
1400000US06037408707,130313
1400000US06037408722,124565
1400000US06037408724,69883
1400000US06037408725,77860
1400000US06037408800,53045
1400000US06037408900,75625
1400000US06037409000,76875
1400000US06037409100,95795
1400000US06037430003,135250
1400000US06037430004,96397
1400000US06037430005,122595
1400000US06037430101,60583
1400000US06037430102,97844
1400000US06037430200,127730
1400000US06037430301,151530
1400000US06037430302,94058
1400000US06037430400,191685
1400000US06037430501,186213
1400000US06037430502,114815
1400000US06037430600,190070
1400000US06037430701,109702
1400000US06037430721,98333
1400000US06037430723,90868
1400000US06037430724,102969
1400000US06037430801,92697
1400000US06037430802,152564
1400000US06037430803,119265
1400000US06037430901,84671
1400000US06037430902,105435
1400000US06037431002,76316
1400000US06037431003,86383
1400000US06037431004,94484
1400000US06037431100,97326
1400000US06037431200,104412
1400000US06037431300,110769
1400000US06037431400,86538
1400000US06037431501,65917
1400000US06037431502,101792
1400000US06037431600,107446
1400000US06037431701,117138
1400000US06037431800,88348
1400000US06037431900,101875
1400000US06037432001,94071
1400000US06037432002,90991
1400000US06037432101,130142
1400000US06037432102,112302
1400000US06037432201,115648
1400000US06037432202,81528
1400000US06037432300,91250
1400000US06037432401,79140
1400000US06037432402,61563
1400000US06037432501,76250
1400000US06037432502,114688
1400000US06037432601,61775
1400000US06037432602,71875
1400000US06037432700,67560
1400000US06037432801,36964
1400000US06037432802,59861
1400000US06037432901,62618
1400000US06037432902,80486
1400000US06037433103,67664
1400000US06037433200,64655
1400000US06037433302,61210
1400000US06037433304,38969
1400000US06037433305,55417
1400000US06037433306,64226
1400000US06037433307,86058
1400000US06037433402,68029
1400000US06037433403,54708
1400000US06037433505,65865
1400000US06037433506,47230
1400000US06037433601,73314
1400000US06037433602,42465
1400000US06037433803,85517
1400000US06037433804,65213
1400000US06037433901,69348
1400000US06037433903,53681
1400000US06037434001,82213
1400000US06037434003,69507
1400000US06037434004,105663
1400000US06037434100,77992
1400000US06037460001,249861
1400000US06037460002,189491
1400000US06037460101,177364
1400000US06037460200,153750
1400000US06037460301,156250
1400000US06037460302,92009
1400000US06037460401,124167
1400000US06037460501,229276
1400000US06037460502,"250,000+"
1400000US06037460601,208533
1400000US06037460700,196471
1400000US06037460800,"250,000+"
1400000US06037460900,93083
1400000US06037461000,125302
1400000US06037461100,119375
1400000US06037461200,172917
1400000US06037461300,93264
1400000US06037461400,97014
1400000US06037461501,96313
1400000US06037461502,72887
1400000US06037461600,77986
1400000US06037461700,126250
1400000US06037461901,64583
1400000US06037461902,66786
1400000US06037462001,90776
1400000US06037462002,42101
1400000US06037462100,93534
1400000US06037462201,48667
1400000US06037462202,103618
1400000US06037462301,89018
1400000US06037462302,74679
1400000US06037462400,147727
1400000US06037462500,126488
1400000US06037462600,138500
1400000US06037462700,66648
1400000US06037462800,108654
1400000US06037462900,121176
1400000US06037463000,120845
1400000US06037463103,105714
1400000US06037463200,93073
1400000US06037463300,138542
1400000US06037463400,126225
1400000US06037463500,99963
1400000US06037463601,98457
1400000US06037463602,122500
1400000US06037463700,175230
1400000US06037463800,220750
1400000US06037463900,131630
1400000US06037464000,147632
1400000US06037464101,182206
1400000US06037464102,212014
1400000US06037464200,176389
1400000US06037480002,144219
1400000US06037480011,99243
1400000US06037480012,104097
1400000US06037480101,91875
1400000US06037480102,114743
1400000US06037480201,144000
1400000US06037480202,128000
1400000US06037480302,106607
1400000US06037480303,94497
1400000US06037480304,76780
1400000US06037480400,90580
1400000US06037480500,119167
1400000US06037480601,129500
1400000US06037480602,120188
1400000US06037480702,167452
1400000US06037480703,178200
1400000US06037480704,115415
1400000US06037480802,106447
1400000US06037480803,102619
1400000US06037480804,87530
1400000US06037480901,73211
1400000US06037480902,64732
1400000US06037480903,86667
1400000US06037481001,71339
1400000US06037481002,84098
1400000US06037481101,98047
1400000US06037481102,81442
1400000US06037481103,76930
1400000US06037481201,91042
1400000US06037481203,79504
1400000US06037481300,75549
1400000US06037481401,83512
1400000US06037481403,79612
1400000US06037481404,74183
1400000US06037481500,78479
1400000US06037481603,81974
1400000US06037481604,79609
1400000US06037481605,88542
1400000US06037481606,73344
1400000US06037481711,55797
1400000US06037481712,44688
1400000US06037481713,60600
1400000US06037481714,42713
1400000US06037481800,126875
1400000US06037481901,119110
1400000US06037481902,83963
1400000US06037482001,126083
1400000US06037482002,105272
1400000US06037482101,85905
1400000US06037482102,107664
1400000US06037482201,59922
1400000US06037482202,67712
1400000US06037482301,81389
1400000US06037482303,67000
1400000US06037482304,57200
1400000US06037482401,68750
1400000US06037482403,47125
1400000US06037482404,71000
1400000US06037482502,73125
1400000US06037482503,80933
1400000US06037482521,80000
1400000US06037482522,85417
1400000US06037482600,104503
1400000US06037482701,73750
1400000US06037482702,97379
1400000US06037482801,87182
1400000US06037500100,213897
1400000US06037500202,142868
1400000US06037500203,141955
1400000US06037500204,158207
1400000US06037500300,120694
1400000US06037500402,66940
1400000US06037500403,86134
1400000US06037500404,102880
1400000US06037500500,70585
1400000US06037500600,100375
1400000US06037500700,90761
1400000US06037500800,114310
1400000US06037500900,54531
1400000US06037501001,106500
1400000US06037501002,113222
1400000US06037501200,94032
1400000US06037501301,89432
1400000US06037501302,101000
1400000US06037501400,89500
1400000US06037501501,132857
1400000US06037501503,83831
1400000US06037501504,50685
1400000US06037501600,112614
1400000US06037501700,121042
1400000US06037501802,91742
1400000US06037501803,61890
1400000US06037501804,61438
1400000US06037501900,101042
1400000US06037502003,78370
1400000US06037502004,72344
1400000US06037502005,91617
1400000US06037502100,88021
1400000US06037502200,112851
1400000US06037502303,67126
1400000US06037502401,84511
1400000US06037502402,91856
1400000US06037502500,91563
1400000US06037502602,77832
1400000US06037502603,123885
1400000US06037502604,110250
1400000US06037502700,91673
1400000US06037502801,100074
1400000US06037502901,123143
1400000US06037503000,105278
1400000US06037503103,108475
1400000US06037503104,83750
1400000US06037503105,120890
1400000US06037503106,86568
1400000US06037503201,101750
1400000US06037503202,93482
1400000US06037503301,125568
1400000US06037503302,89500
1400000US06037503401,105712
1400000US06037503402,98016
1400000US06037503501,101520
1400000US06037503502,91981
1400000US06037503601,104940
1400000US06037503602,144191
1400000US06037503701,102043
1400000US06037503702,113173
1400000US06037503704,66162
1400000US06037503705,113169
1400000US06037503801,102813
1400000US06037503802,105732
1400000US06037503901,142500
1400000US06037503902,124821
1400000US06037504001,-
1400000US06037504002,134786
1400000US06037504101,90341
1400000US06037504200,73338
1400000US06037530005,127417
1400000US06037530006,87237
1400000US06037530007,76780
1400000US06037530101,42972
1400000US06037530102,54674
1400000US06037530202,114550
1400000US06037530203,52226
1400000US06037530204,67500
1400000US06037530301,64071
1400000US06037530302,69522
1400000US06037530400,40889
1400000US06037530500,70307
1400000US06037530603,89718
1400000US06037530700,90685
1400000US06037530801,87478
1400000US06037530802,74271
1400000US06037530901,67700
1400000US06037530902,41205
1400000US06037531000,82531
1400000US06037531101,72727
1400000US06037531102,50900
1400000US06037531201,75183
1400000US06037531202,53875
1400000US06037531301,64259
1400000US06037531302,59555
1400000US06037531502,52083
1400000US06037531503,71938
1400000US06037531504,63163
1400000US06037531602,64839
1400000US06037531603,68721
1400000US06037531604,57411
1400000US06037531701,69697
1400000US06037531702,79722
1400000US06037531800,86369
1400000US06037531901,65333
1400000US06037531902,76694
1400000US06037532001,64198
1400000US06037532002,81516
1400000US06037532101,59203
1400000US06037532102,113977
1400000US06037532200,77926
1400000US06037532302,67736
1400000US06037532303,77938
1400000US06037532304,66176
1400000US06037532500,57586
1400000US06037532605,54006
1400000US06037532606,49154
1400000US06037532607,52778
1400000US06037532700,60743
1400000US06037532800,48952
1400000US06037532900,42704
1400000US06037533001,75236
1400000US06037533002,55625
1400000US06037533103,52963
1400000US06037533104,44131
1400000US06037533105,50658
1400000US06037533108,56473
1400000US06037533201,67632
1400000US06037533204,69063
1400000US06037533300,51667
1400000US06037533401,60737
1400000US06037533402,59886
1400000US06037533403,68697
1400000US06037533501,74286
1400000US06037533504,62917
1400000US06037533601,66964
1400000US06037533602,59846
1400000US06037533603,50036
1400000US06037533701,57169
1400000US06037533702,70643
1400000US06037533703,59886
1400000US06037533803,48000
1400000US06037533804,72852
1400000US06037533805,60504
1400000US06037533806,70370
1400000US06037533901,53919
1400000US06037533902,57803
1400000US06037534001,64886
1400000US06037534002,80500
1400000US06037534101,54107
1400000US06037534102,48229
1400000US06037534201,54766
1400000US06037534202,49656
1400000US06037534203,48545
1400000US06037534301,44792
1400000US06037534302,62500
1400000US06037534403,52139
1400000US06037534404,54063
1400000US06037534405,54523
1400000US06037534406,50653
1400000US06037534501,62083
1400000US06037534502,76302
1400000US06037534700,87756
1400000US06037534802,70203
1400000US06037534803,80440
1400000US06037534804,75172
1400000US06037534900,80441
1400000US06037535001,57241
1400000US06037535002,49621
1400000US06037535101,66287
1400000US06037535102,65873
1400000US06037535200,74167
1400000US06037535300,59267
1400000US06037535400,57000
1400000US06037535501,56625
1400000US06037535502,74350
1400000US06037535503,74583
1400000US06037535603,62930
1400000US06037535604,71445
1400000US06037535605,70108
1400000US06037535606,64567
1400000US06037535607,71398
1400000US06037535701,73843
1400000US06037535702,70506
1400000US06037535802,94583
1400000US06037535803,60599
1400000US06037535804,69025
1400000US06037535901,59514
1400000US06037535902,86659
1400000US06037536000,47115
1400000US06037536102,77733
1400000US06037536103,70954
1400000US06037536104,69338
1400000US06037536201,81346
1400000US06037536202,73625
1400000US06037540000,60477
1400000US06037540101,88668
1400000US06037540102,102850
1400000US06037540201,51500
1400000US06037540202,60472
1400000US06037540203,63831
1400000US06037540300,71875
1400000US06037540400,82500
1400000US06037540501,72476
1400000US06037540502,57724
1400000US06037540600,31013
1400000US06037540700,73676
1400000US06037540800,75219
1400000US06037540901,71450
1400000US06037540902,95904
1400000US06037541003,79940
1400000US06037541100,91282
1400000US06037541200,86184
1400000US06037541300,94053
1400000US06037541401,66993
1400000US06037541402,78024
1400000US06037541500,60000
1400000US06037541603,69297
1400000US06037541604,53218
1400000US06037541605,63179
1400000US06037541606,42112
1400000US06037541700,91625
1400000US06037541801,69821
1400000US06037541802,72435
1400000US06037542000,98406
1400000US06037542103,72760
1400000US06037542104,71283
1400000US06037542105,63184
1400000US06037542106,52708
1400000US06037542200,71923
1400000US06037542401,65357
1400000US06037542402,87750
1400000US06037542501,83305
1400000US06037542502,61981
1400000US06037542601,67112
1400000US06037542602,62250
1400000US06037542700,79864
1400000US06037542800,69719
1400000US06037542900,81892
1400000US06037543000,87865
1400000US06037543100,82000
1400000US06037543201,94773
1400000US06037543203,43531
1400000US06037543304,108468
1400000US06037543305,94117
1400000US06037543306,100993
1400000US06037543321,118295
1400000US06037543322,127614
1400000US06037543400,100667
1400000US06037543501,105518
1400000US06037543502,117260
1400000US06037543503,94362
1400000US06037543601,109811
1400000US06037543603,81919
1400000US06037543605,103034
1400000US06037543606,80432
1400000US06037543607,117016
1400000US06037543701,140000
1400000US06037543703,119980
1400000US06037543704,101204
1400000US06037543705,101971
1400000US06037543801,102472
1400000US06037543803,93205
1400000US06037543804,121743
1400000US06037543903,128125
1400000US06037543905,82790
1400000US06037544001,92135
1400000US06037544002,110179
1400000US06037550101,115443
1400000US06037550201,86642
1400000US06037550202,110865
1400000US06037550301,101938
1400000US06037550501,76406
1400000US06037550502,130399
1400000US06037550601,100430
1400000US06037550602,113750
1400000US06037550700,134511
1400000US06037550801,96790
1400000US06037550802,77241
1400000US06037550901,88036
1400000US06037550902,88026
1400000US06037551001,82198
1400000US06037551002,104280
1400000US06037551101,62361
1400000US06037551102,59242
1400000US06037551201,66971
1400000US06037551203,97857
1400000US06037551204,69350
1400000US06037551300,68468
1400000US06037551401,85938
1400000US06037551402,81724
1400000US06037551501,108278
1400000US06037551502,88031
1400000US06037551700,91107
1400000US06037551801,103396
1400000US06037551802,76777
1400000US06037551900,97184
1400000US06037552001,91188
1400000US06037552002,100954
1400000US06037552100,76141
1400000US06037552200,65389
1400000US06037552301,98780
1400000US06037552302,78690
1400000US06037552400,75694
1400000US06037552601,93750
1400000US06037552602,112218
1400000US06037552700,109088
1400000US06037552800,119471
1400000US06037552900,85938
1400000US06037553000,143750
1400000US06037553100,103086
1400000US06037553201,98587
1400000US06037553202,99950
1400000US06037553300,100256
1400000US06037553400,103553
1400000US06037553502,76700
1400000US06037553503,59811
1400000US06037553504,77685
1400000US06037553601,60900
1400000US06037553602,75972
1400000US06037553701,70833
1400000US06037553702,66395
1400000US06037553801,65037
1400000US06037553802,59201
1400000US06037553901,87247
1400000US06037553902,71053
1400000US06037554001,86757
1400000US06037554002,69658
1400000US06037554101,72250
1400000US06037554105,47206
1400000US06037554106,89770
1400000US06037554201,100833
1400000US06037554203,60388
1400000US06037554204,44007
1400000US06037554301,87524
1400000US06037554302,79054
1400000US06037554403,75887
1400000US06037554404,80767
1400000US06037554405,45944
1400000US06037554406,87091
1400000US06037554511,147794
1400000US06037554512,173063
1400000US06037554513,125417
1400000US06037554514,144284
1400000US06037554515,105568
1400000US06037554516,163235
1400000US06037554517,142688
1400000US06037554518,119211
1400000US06037554519,113633
1400000US06037554521,121313
1400000US06037554522,130388
1400000US06037554600,94922
1400000US06037554700,108533
1400000US06037554801,109375
1400000US06037554802,107270
1400000US06037554900,88398
1400000US06037555001,90733
1400000US06037555002,87500
1400000US06037555105,108085
1400000US06037555106,74185
1400000US06037555107,92212
1400000US06037555202,149125
1400000US06037555211,76644
1400000US06037555212,76094
1400000US06037555300,117708
1400000US06037570001,132875
1400000US06037570002,116357
1400000US06037570003,119402
1400000US06037570100,103227
1400000US06037570202,83333
1400000US06037570203,53707
1400000US06037570204,68971
1400000US06037570303,62860
1400000US06037570304,55396
1400000US06037570305,58333
1400000US06037570306,108500
1400000US06037570402,89808
1400000US06037570403,69456
1400000US06037570404,77861
1400000US06037570502,99038
1400000US06037570503,86379
1400000US06037570504,89348
1400000US06037570601,79948
1400000US06037570602,76923
1400000US06037570603,47656
1400000US06037570701,101333
1400000US06037570703,125938
1400000US06037570800,122357
1400000US06037570901,120469
1400000US06037570902,133056
1400000US06037571000,140478
1400000US06037571101,119028
1400000US06037571102,136968
1400000US06037571201,152955
1400000US06037571202,90881
1400000US06037571300,134200
1400000US06037571400,117951
1400000US06037571502,101629
1400000US06037571504,86333
1400000US06037571505,93720
1400000US06037571600,28590
1400000US06037571701,77668
1400000US06037571703,-
1400000US06037571704,58649
1400000US06037571800,123750
1400000US06037571900,128289
1400000US06037572001,103578
1400000US06037572201,77353
1400000US06037572202,117270
1400000US06037572301,90972
1400000US06037572500,50819
1400000US06037572600,118152
1400000US06037572700,88194
1400000US06037573002,59560
1400000US06037573003,107083
1400000US06037573004,58168
1400000US06037573101,70795
1400000US06037573102,112054
1400000US06037573201,54132
1400000US06037573202,78771
1400000US06037573300,51467
1400000US06037573401,75469
1400000US06037573402,81131
1400000US06037573403,136438
1400000US06037573601,128856
1400000US06037573700,143117
1400000US06037573800,115250
1400000US06037573902,166019
1400000US06037574000,140160
1400000US06037574100,136964
1400000US06037574201,143147
1400000US06037574202,120417
1400000US06037574300,120594
1400000US06037574400,132953
1400000US06037574500,122101
1400000US06037574602,141000
1400000US06037574800,92214
1400000US06037574901,153304
1400000US06037574902,85933
1400000US06037575001,93587
1400000US06037575002,91518
1400000US06037575101,65640
1400000US06037575102,47875
1400000US06037575103,63813
1400000US06037575201,51444
1400000US06037575202,59559
1400000US06037575300,38688
1400000US06037575401,48299
1400000US06037575402,69097
1400000US06037575801,39872
1400000US06037575802,54591
1400000US06037575803,23827
1400000US06037575901,57404
1400000US06037575902,59385
1400000US06037576001,107787
1400000US06037576200,54569
1400000US06037576301,53813
1400000US06037576302,56389
1400000US06037576401,63015
1400000US06037576402,55148
1400000US06037576403,75278
1400000US06037576501,41750
1400000US06037576502,80625
1400000US06037576503,66891
1400000US06037576601,69195
1400000US06037576602,88268
1400000US06037576700,97891
1400000US06037576801,71797
1400000US06037576802,98456
1400000US06037576901,61528
1400000US06037576903,70932
1400000US06037576904,71644
1400000US06037577000,83329
1400000US06037577100,95130
1400000US06037577200,108668
1400000US06037577300,108771
1400000US06037577400,119911
1400000US06037577501,131765
1400000US06037577504,94125
1400000US06037577602,109177
1400000US06037577604,108571
1400000US06037577605,123986
1400000US06037577606,136094
1400000US06037577700,91612
1400000US06037577800,113235
1400000US06037577900,84598
1400000US06037578000,59141
1400000US06037578100,-
1400000US06037599000,91759
1400000US06037599100,-
1400000US06037600100,56118
1400000US06037600201,51154
1400000US06037600202,37250
1400000US06037600302,73365
1400000US06037600303,34933
1400000US06037600304,58013
1400000US06037600400,65145
1400000US06037600501,81458
1400000US06037600601,96607
1400000US06037600602,65129
1400000US06037600702,110417
1400000US06037600703,104595
1400000US06037600704,74405
1400000US06037600801,110625
1400000US06037600802,60913
1400000US06037600902,59498
1400000US06037600911,84706
1400000US06037600912,75781
1400000US06037601001,60250
1400000US06037601002,59220
1400000US06037601100,60174
1400000US06037601202,74013
1400000US06037601211,49167
1400000US06037601212,68728
1400000US06037601301,104239
1400000US06037601302,77744
1400000US06037601303,52113
1400000US06037601401,56908
1400000US06037601402,86563
1400000US06037601501,60109
1400000US06037601502,65000
1400000US06037601600,49173
1400000US06037601700,45847
1400000US06037601801,56786
1400000US06037601802,82833
1400000US06037601900,65215
1400000US06037602002,77344
1400000US06037602003,69850
1400000US06037602103,36390
1400000US06037602104,69798
1400000US06037602105,58686
1400000US06037602106,81283
1400000US06037602201,146225
1400000US06037602202,81429
1400000US06037602301,128221
1400000US06037602302,172097
1400000US06037602402,108368
1400000US06037602403,76286
1400000US06037602404,67736
1400000US06037602504,59634
1400000US06037602505,67257
1400000US06037602506,60574
1400000US06037602507,51281
1400000US06037602510,53036
1400000US06037602511,48165
1400000US06037602512,69489
1400000US06037602513,65896
1400000US06037602601,96607
1400000US06037602602,67174
1400000US06037602700,118710
1400000US06037602801,58810
1400000US06037602802,106793
1400000US06037602900,101186
1400000US06037603004,77765
1400000US06037603005,71458
1400000US06037603006,76563
1400000US06037603007,90288
1400000US06037603008,61500
1400000US06037603101,83884
1400000US06037603102,67917
1400000US06037603200,111153
1400000US06037603301,66786
1400000US06037603302,76929
1400000US06037603400,84821
1400000US06037603500,87857
1400000US06037603600,92552
1400000US06037603702,113464
1400000US06037603703,122609
1400000US06037603705,75565
1400000US06037603706,72656
1400000US06037603801,75417
1400000US06037603802,84735
1400000US06037603901,113500
1400000US06037603902,74531
1400000US06037604001,77837
1400000US06037604002,77098
1400000US06037604101,77849
1400000US06037604102,91875
1400000US06037604200,74819
1400000US06037609900,83717
1400000US06037620001,163510
1400000US06037620002,145325
1400000US06037620101,127941
1400000US06037620102,153482
1400000US06037620201,161563
1400000US06037620301,237798
1400000US06037620303,202875
1400000US06037620305,182775
1400000US06037620400,175469
1400000US06037620501,162674
1400000US06037620521,115829
1400000US06037620522,162778
1400000US06037620601,120326
1400000US06037620602,155342
1400000US06037620701,176613
1400000US06037620703,244257
1400000US06037620704,189095
1400000US06037620801,218036
1400000US06037620802,181518
1400000US06037620901,"250,000+"
1400000US06037620904,215694
1400000US06037621001,167260
1400000US06037621005,150152
1400000US06037621102,200250
1400000US06037621104,132366
1400000US06037621201,160201
1400000US06037621204,107935
1400000US06037621301,120750
1400000US06037621324,114826
1400000US06037621326,111866
1400000US06037621400,174667
1400000US06037650001,103352
1400000US06037650003,84750
1400000US06037650004,98750
1400000US06037650101,105274
1400000US06037650102,114531
1400000US06037650200,138438
1400000US06037650300,86212
1400000US06037650401,151923
1400000US06037650501,181154
1400000US06037650502,145369
1400000US06037650603,117019
1400000US06037650604,69448
1400000US06037650605,106719
1400000US06037650606,84961
1400000US06037650607,99342
1400000US06037650701,153750
1400000US06037650702,153164
1400000US06037650801,136827
1400000US06037650802,128295
1400000US06037650901,106250
1400000US06037650903,83889
1400000US06037650904,132986
1400000US06037651001,129143
1400000US06037651002,128293
1400000US06037651101,125028
1400000US06037651102,87647
1400000US06037651201,156722
1400000US06037651221,103073
1400000US06037651222,101653
1400000US06037651302,158958
1400000US06037651304,117211
1400000US06037651401,85114
1400000US06037651402,102056
1400000US06037670001,106250
1400000US06037670002,73875
1400000US06037670003,94917
1400000US06037670101,93400
1400000US06037670102,95292
1400000US06037670201,191063
1400000US06037670202,234750
1400000US06037670324,234338
1400000US06037670326,"250,000+"
1400000US06037670328,247568
1400000US06037670405,147143
1400000US06037670406,217917
1400000US06037670407,142306
1400000US06037670413,201116
1400000US06037670416,164250
1400000US06037670417,163088
1400000US06037670418,221205
1400000US06037670500,"250,000+"
1400000US06037670603,199000
1400000US06037670604,175972
1400000US06037670701,171522
1400000US06037670702,203039
1400000US06037700101,94194
1400000US06037700102,68628
1400000US06037700200,93431
1400000US06037700300,100454
1400000US06037700400,97320
1400000US06037700501,111014
1400000US06037700502,100636
1400000US06037700600,227382
1400000US06037700700,236250
1400000US06037700801,81438
1400000US06037700802,116851
1400000US06037700901,105446
1400000US06037700902,103460
1400000US06037701000,139340
1400000US06037701201,199609
1400000US06037701202,141495
1400000US06037701302,108101
1400000US06037701304,142155
1400000US06037701402,82459
1400000US06037701501,145142
1400000US06037701502,115260
1400000US06037701601,206012
1400000US06037701602,104792
1400000US06037701701,74926
1400000US06037701702,74971
1400000US06037701801,79529
1400000US06037701802,91750
1400000US06037701902,105199
1400000US06037702002,101648
1400000US06037702102,114740
1400000US06037702201,111865
1400000US06037702202,139625
1400000US06037702300,130179
1400000US06037702400,150909
1400000US06037702501,153382
1400000US06037702502,115144
1400000US06037702600,133194
1400000US06037702700,171875
1400000US06037702801,103523
1400000US06037702802,106786
1400000US06037702803,127439
1400000US06037702900,142440
1400000US06037703002,146786
1400000US06037703003,95988
1400000US06037703100,129269
1400000US06037703200,93906
1400000US06037800101,201313
1400000US06037800103,136856
1400000US06037800104,144309
1400000US06037800202,237750
1400000US06037800204,180375
1400000US06037800205,119464
1400000US06037800206,"250,000+"
1400000US06037800324,158351
1400000US06037800325,152232
1400000US06037800328,"250,000+"
1400000US06037800333,112120
1400000US06037800334,191101
1400000US06037800335,134167
1400000US06037800336,208500
1400000US06037800337,93971
1400000US06037800338,214833
1400000US06037800406,217679
1400000US06037800410,161875
1400000US06037800411,194223
1400000US06037800412,169244
1400000US06037800504,202763
1400000US06037800506,217893
1400000US06037900102,44946
1400000US06037900103,61184
1400000US06037900104,60977
1400000US06037900301,82165
1400000US06037900501,81765
1400000US06037900504,80038
1400000US06037900505,80718
1400000US06037900506,79345
1400000US06037900508,95587
1400000US06037900509,67880
1400000US06037900510,49495
1400000US06037900602,53666
1400000US06037900606,47161
1400000US06037900607,72668
1400000US06037900608,76220
